Width,Height,Label
0.41080196399345337,0.510548523206751,clock
0.46317512274959083,0.2742616033755274,fish
0.6121112929623568,0.6983122362869199,guitar
0.49263502454991814,0.3987341772151899,house
0.4386252045826514,0.33122362869198313,pencil
0.3878887070376432,0.7172995780590717,tree
0.3044189852700491,0.28270042194092826,bicycle
0.337152209492635,0.23628691983122363,car
0.18003273322422259,0.3438818565400844,clock
0.3027823240589198,0.25316455696202533,fish
0.381342062193126,0.14767932489451477,guitar
0.2618657937806874,0.4978902953586498,house
0.06382978723404255,0.45358649789029537,pencil
0.3453355155482815,0.5928270042194093,tree
0.3355155482815057,0.3037974683544304,bicycle
0.46153846153846156,0.24261603375527427,car
0.40098199672667756,0.5949367088607594,clock
0.3469721767594108,0.1371308016877637,fish
0.5924713584288053,0.7067510548523207,guitar
0.41243862520458263,0.6603375527426161,house
0.36661211129296234,0.540084388185654,pencil
0.35842880523731585,0.7257383966244726,tree
0.43044189852700493,0.339662447257384,bicycle
0.3698854337152209,0.22362869198312235,car
0.29132569558101473,0.3691983122362869,clock
0.3355155482815057,0.20253164556962025,fish
0.48936170212765956,0.5379746835443038,guitar
0.2225859247135843,0.3860759493670886,house
0.23240589198036007,0.4810126582278481,pencil
0.3060556464811784,0.5611814345991561,tree
0.37970540098199673,0.25738396624472576,bicycle
0.46153846153846156,0.4008438818565401,car
0.3436988543371522,0.4704641350210971,clock
0.44189852700491,0.4008438818565401,fish
0.40098199672667756,0.5506329113924051,guitar
0.6202945990180033,0.5569620253164557,house
0.425531914893617,0.5949367088607594,pencil
0.37479541734860883,0.6962025316455697,tree
0.5237315875613748,0.5168776371308017,bicycle
0.6104746317512275,0.4767932489451477,car
0.38461538461538464,0.5316455696202531,clock
0.5973813420621932,0.5126582278481012,fish
0.309328968903437,0.7658227848101266,guitar
0.4369885433715221,0.4957805907172996,house
0.5482815057283142,0.5232067510548524,pencil
0.5286415711947627,0.7573839662447257,tree
0.486088379705401,0.5126582278481012,bicycle
0.563011456628478,0.6329113924050633,car
0.4386252045826514,0.5843881856540084,clock
0.3109656301145663,0.5063291139240507,fish
0.4762684124386252,0.7025316455696202,guitar
0.29296235679214405,0.5337552742616034,house
0.36333878887070375,0.70042194092827,pencil
0.42716857610474634,0.7130801687763713,tree
0.42225859247135844,0.3270042194092827,bicycle
0.39279869067103107,0.1751054852320675,car
0.27986906710310966,0.4050632911392405,clock
0.3158756137479542,0.29957805907172996,fish
0.44189852700491,0.6033755274261603,guitar
0.4828150572831424,0.5189873417721519,house
0.4909983633387889,0.16877637130801687,pencil
0.19312602291325695,0.47468354430379744,tree
0.618657937806874,0.6645569620253164,bicycle
0.5646481178396072,0.229957805907173,car
0.4582651391162029,0.47257383966244726,clock
0.5122749590834698,0.350210970464135,fish
0.6055646481178396,0.2869198312236287,guitar
0.5695581014729951,0.679324894514768,house
0.3518821603927987,0.3881856540084388,pencil
0.5286415711947627,0.6033755274261603,tree
0.36006546644844517,0.3291139240506329,bicycle
0.5613747954173486,0.23839662447257384,car
0.3911620294599018,0.5337552742616034,clock
0.41898527004909986,0.13291139240506328,fish
0.5662847790507365,0.20464135021097046,guitar
0.4337152209492635,0.5886075949367089,house
0.049099836333878884,0.5569620253164557,pencil
0.24713584288052373,0.49156118143459915,tree
0.25859247135842883,0.25949367088607594,bicycle
0.44844517184942717,0.22151898734177214,car
0.39279869067103107,0.34810126582278483,clock
0.40589198036006546,0.22573839662447256,fish
0.37479541734860883,0.25949367088607594,guitar
0.2193126022913257,0.3291139240506329,house
0.4157119476268412,0.17088607594936708,pencil
0.25040916530278234,0.43670886075949367,tree
0.4582651391162029,0.4008438818565401,bicycle
0.613747954173486,0.45147679324894513,car
0.6219312602291326,0.7426160337552743,clock
0.5155482815057283,0.40717299578059074,fish
0.530278232405892,0.18565400843881857,guitar
0.33387888707037644,0.6181434599156118,house
0.09819967266775777,0.7046413502109705,pencil
0.5433715220949263,0.679324894514768,tree
0.39279869067103107,0.2721518987341772,bicycle
0.4713584288052373,0.23628691983122363,car
0.36006546644844517,0.34177215189873417,clock
0.3158756137479542,0.2320675105485232,fish
0.5073649754500819,0.5548523206751055,guitar
0.2733224222585925,0.41350210970464135,house
0.3436988543371522,0.3459915611814346,pencil
0.36333878887070375,0.5864978902953587,tree
0.44353518821603927,0.40717299578059074,bicycle
0.4075286415711948,0.189873417721519,car
0.309328968903437,0.4240506329113924,clock
0.36333878887070375,0.2679324894514768,fish
0.37315875613747956,0.6455696202531646,guitar
0.397708674304419,0.37130801687763715,house
0.2160392798690671,0.41139240506329117,pencil
0.27986906710310966,0.6244725738396625,tree
0.33878887070376434,0.37341772151898733,bicycle
0.4909983633387889,0.35232067510548526,car
0.3322422258592471,0.4430379746835443,clock
0.3698854337152209,0.4345991561181435,fish
0.5351882160392799,0.3059071729957806,guitar
0.4320785597381342,0.5654008438818565,house
0.40589198036006546,0.5590717299578059,pencil
0.4844517184942717,0.679324894514768,tree
0.4369885433715221,0.569620253164557,bicycle
0.4877250409165303,0.33755274261603374,car
0.44353518821603927,0.5189873417721519,clock
0.2995090016366612,0.26371308016877637,fish
0.28477905073649756,0.8164556962025317,guitar
0.4402618657937807,0.6919831223628692,house
0.18003273322422259,0.7320675105485233,pencil
0.43044189852700493,0.6139240506329114,tree
0.22913256955810146,0.26371308016877637,bicycle
0.19312602291325695,0.25316455696202533,car
0.2618657937806874,0.3881856540084388,clock
0.14566284779050737,0.09071729957805907,fish
0.15220949263502456,0.620253164556962,guitar
0.20294599018003273,0.33755274261603374,house
0.05237315875613748,0.33755274261603374,pencil
0.5597381342062193,0.5569620253164557,tree
0.5090016366612111,0.45569620253164556,bicycle
0.5319148936170213,0.34810126582278483,car
0.3649754500818331,0.4831223628691983,clock
0.4026186579378069,0.20253164556962025,fish
0.2618657937806874,0.6160337552742616,guitar
0.27823240589198034,0.4641350210970464,house
0.3911620294599018,0.09282700421940929,pencil
0.6497545008183306,0.4831223628691983,tree
0.3453355155482815,0.2742616033755274,bicycle
0.33060556464811786,0.16244725738396623,car
0.2700490998363339,0.31645569620253167,clock
0.2569558101472995,0.12236286919831224,fish
0.20621931260229132,0.5337552742616034,guitar
0.31751227495908346,0.45147679324894513,house
0.07528641571194762,0.2890295358649789,pencil
0.2733224222585925,0.4409282700421941,tree
0.3502454991816694,0.29957805907172996,bicycle
0.48117839607201307,0.2552742616033755,car
0.22585924713584288,0.2890295358649789,clock
0.41243862520458263,0.23628691983122363,fish
0.38461538461538464,0.7616033755274262,guitar
0.4582651391162029,0.29535864978902954,house
0.027823240589198037,0.39451476793248946,pencil
0.3993453355155483,0.46835443037974683,tree
0.46153846153846156,0.569620253164557,bicycle
0.29132569558101473,0.14767932489451477,car
0.5351882160392799,0.7763713080168776,clock
0.513911620294599,0.5590717299578059,fish
0.4877250409165303,0.729957805907173,guitar
0.6055646481178396,0.6962025316455697,house
0.630114566284779,0.8059071729957806,pencil
0.5368248772504092,0.740506329113924,tree
0.44353518821603927,0.5590717299578059,bicycle
0.5450081833060556,0.4092827004219409,car
0.3355155482815057,0.5147679324894515,clock
0.5499181669394435,0.310126582278481,fish
0.46153846153846156,0.5675105485232067,guitar
0.4075286415711948,0.6265822784810127,house
0.4844517184942717,0.4641350210970464,pencil
0.4337152209492635,0.6919831223628692,tree
0.176759410801964,0.1540084388185654,bicycle
0.38461538461538464,0.13291139240506328,car
0.2193126022913257,0.25738396624472576,clock
0.4500818330605565,0.13291139240506328,fish
0.19476268412438624,0.5316455696202531,guitar
0.2193126022913257,0.4008438818565401,house
0.014729950900163666,0.26582278481012656,pencil
0.4713584288052373,0.5274261603375527,tree
0.4664484451718494,0.39029535864978904,bicycle
0.5368248772504092,0.2320675105485232,car
0.23895253682487724,0.3143459915611814,clock
0.3944353518821604,0.31223628691983124,fish
0.18166939443535188,0.7067510548523207,guitar
0.43044189852700493,0.3670886075949367,house
0.03436988543371522,0.4831223628691983,pencil
0.46153846153846156,0.6476793248945147,tree
0.40589198036006546,0.3649789029535865,bicycle
0.32242225859247137,0.14978902953586498,car
0.38461538461538464,0.4767932489451477,clock
0.3960720130932897,0.2616033755274262,fish
0.26677577741407527,0.7637130801687764,guitar
0.3076923076923077,0.4050632911392405,house
0.07855973813420622,0.5168776371308017,pencil
0.3109656301145663,0.5337552742616034,tree
0.4026186579378069,0.2679324894514768,bicycle
0.5057283142389526,0.4430379746835443,car
0.2864157119476268,0.33122362869198313,clock
0.40098199672667756,0.1729957805907173,fish
0.44680851063829785,0.5232067510548524,guitar
0.5040916530278232,0.4767932489451477,house
0.1342062193126023,0.5506329113924051,pencil
0.2978723404255319,0.569620253164557,tree
0.4402618657937807,0.43670886075949367,bicycle
0.469721767594108,0.3270042194092827,car
0.3649754500818331,0.4345991561181435,clock
0.4402618657937807,0.31856540084388185,fish
0.42225859247135844,0.6265822784810127,guitar
0.5924713584288053,0.5864978902953587,house
0.3829787234042553,0.6265822784810127,pencil
0.38461538461538464,0.6476793248945147,tree
0.425531914893617,0.4219409282700422,bicycle
0.3469721767594108,0.24050632911392406,car
0.3027823240589198,0.4029535864978903,clock
0.2193126022913257,0.21729957805907174,fish
0.41734860883797054,0.30168776371308015,guitar
0.3158756137479542,0.5675105485232067,house
0.04746317512274959,0.45569620253164556,pencil
0.6481178396072013,0.5506329113924051,tree
0.37315875613747956,0.34177215189873417,bicycle
0.4500818330605565,0.31223628691983124,car
0.2864157119476268,0.39029535864978904,clock
0.27495908346972175,0.28270042194092826,fish
0.46317512274959083,0.31856540084388185,guitar
0.2144026186579378,0.339662447257384,house
0.3355155482815057,0.27848101265822783,pencil
0.23404255319148937,0.3924050632911392,tree
0.29623567921440264,0.2088607594936709,bicycle
0.3191489361702128,0.14135021097046413,car
0.22913256955810146,0.3059071729957806,clock
0.23567921440261866,0.12658227848101267,fish
0.13747954173486088,0.5274261603375527,guitar
0.2896890343698854,0.35654008438818563,house
0.15057283142389524,0.16033755274261605,pencil
0.397708674304419,0.4936708860759494,tree
0.25368248772504093,0.2721518987341772,bicycle
0.37479541734860883,0.21729957805907174,car
0.40589198036006546,0.5189873417721519,clock
0.3027823240589198,0.22151898734177214,fish
0.5040916530278232,0.5084388185654009,guitar
0.3060556464811784,0.4810126582278481,house
0.29296235679214405,0.47468354430379744,pencil
0.3895253682487725,0.6371308016877637,tree
0.3518821603927987,0.3037974683544304,bicycle
0.3142389525368249,0.20253164556962025,car
0.2864157119476268,0.12025316455696203,clock
0.2553191489361702,0.189873417721519,fish
0.3617021276595745,0.43248945147679324,guitar
0.3109656301145663,0.4767932489451477,house
0.32569558101472995,0.43037974683544306,pencil
0.2978723404255319,0.5590717299578059,tree
0.29132569558101473,0.3206751054852321,bicycle
0.4320785597381342,0.3143459915611814,car
0.2864157119476268,0.3924050632911392,clock
0.33878887070376434,0.3860759493670886,fish
0.4500818330605565,0.2911392405063291,guitar
0.381342062193126,0.36075949367088606,house
0.07692307692307693,0.31856540084388185,pencil
0.3960720130932897,0.46835443037974683,tree
0.5040916530278232,0.35654008438818563,bicycle
0.5057283142389526,0.33755274261603374,car
0.32733224222585927,0.4451476793248945,clock
0.5482815057283142,0.3670886075949367,fish
0.4402618657937807,0.1751054852320675,guitar
0.425531914893617,0.4578059071729958,house
0.3829787234042553,0.29535864978902954,pencil
0.32242225859247137,0.7848101265822784,tree
0.3698854337152209,0.37763713080168776,bicycle
0.2635024549918167,0.1540084388185654,car
0.12438625204582651,0.22362869198312235,clock
0.2553191489361702,0.09915611814345991,fish
0.132569558101473,0.47890295358649787,guitar
0.3044189852700491,0.41139240506329117,house
0.16366612111292964,0.23839662447257384,pencil
0.37970540098199673,0.5295358649789029,tree
0.33387888707037644,0.29957805907172996,bicycle
0.40916530278232405,0.22151898734177214,car
0.2078559738134206,0.2552742616033755,clock
0.40098199672667756,0.22362869198312235,fish
0.5040916530278232,0.15822784810126583,guitar
0.5679214402618658,0.6371308016877637,house
0.41080196399345337,0.07383966244725738,pencil
0.6088379705400983,0.79957805907173,tree
0.40098199672667756,0.35654008438818563,bicycle
0.28477905073649756,0.18143459915611815,car
0.24549918166939444,0.31645569620253167,clock
0.18821603927986907,0.15611814345991562,fish
0.11129296235679215,0.3649789029535865,guitar
0.5155482815057283,0.4472573839662447,house
0.05564648117839607,0.3881856540084388,pencil
0.28805237315875615,0.6329113924050633,tree
0.4157119476268412,0.3438818565400844,bicycle
0.5810147299509002,0.39029535864978904,car
0.37479541734860883,0.5421940928270043,clock
0.4959083469721768,0.21940928270042195,fish
0.5073649754500819,0.6392405063291139,guitar
0.3502454991816694,0.6561181434599156,house
0.55810147299509,0.43248945147679324,pencil
0.4959083469721768,0.8354430379746836,tree
0.49754500818330605,0.42616033755274263,bicycle
0.3109656301145663,0.3080168776371308,car
0.4157119476268412,0.2510548523206751,clock
0.43044189852700493,0.17932489451476794,fish
0.18657937806873978,0.5063291139240507,guitar
0.2569558101472995,0.310126582278481,house
0.3469721767594108,0.08438818565400844,pencil
0.5008183306055647,0.4978902953586498,tree
0.27495908346972175,0.26371308016877637,bicycle
0.36333878887070375,0.270042194092827,car
0.14402618657937807,0.2088607594936709,clock
0.37315875613747956,0.21308016877637131,fish
0.3011456628477905,0.11814345991561181,guitar
0.36333878887070375,0.3206751054852321,house
0.05237315875613748,0.29535864978902954,pencil
0.19803600654664485,0.33544303797468356,tree
0.5122749590834698,0.5021097046413502,bicycle
0.5155482815057283,0.41983122362869196,car
0.41080196399345337,0.6666666666666666,clock
0.5711947626841244,0.35443037974683544,fish
0.5728314238952537,0.5084388185654009,guitar
0.6235679214402619,0.8270042194092827,house
0.07037643207855974,0.6856540084388185,pencil
0.530278232405892,0.879746835443038,tree
0.37315875613747956,0.40717299578059074,bicycle
0.41243862520458263,0.229957805907173,car
0.23895253682487724,0.3755274261603376,clock
0.2896890343698854,0.27637130801687765,fish
0.3567921440261866,0.6139240506329114,guitar
0.220949263502455,0.44936708860759494,house
0.4320785597381342,0.35443037974683544,pencil
0.44844517184942717,0.580168776371308,tree
0.2896890343698854,0.25316455696202533,bicycle
0.3960720130932897,0.3691983122362869,car
0.5597381342062193,0.6645569620253164,clock
0.2995090016366612,0.22151898734177214,fish
0.18821603927986907,0.6476793248945147,guitar
0.41898527004909986,0.5675105485232067,house
0.06710310965630115,0.6687763713080169,pencil
0.5008183306055647,0.6350210970464135,tree
0.3502454991816694,0.36075949367088606,bicycle
0.3911620294599018,0.2320675105485232,car
0.3486088379705401,0.5,clock
0.2618657937806874,0.24050632911392406,fish
0.28805237315875615,0.7215189873417721,guitar
0.41243862520458263,0.5864978902953587,house
0.07692307692307693,0.5590717299578059,pencil
0.5106382978723404,0.6919831223628692,tree
0.44844517184942717,0.3459915611814346,bicycle
0.5548281505728314,0.3291139240506329,car
0.3027823240589198,0.3860759493670886,clock
0.530278232405892,0.3881856540084388,fish
0.3911620294599018,0.7236286919831224,guitar
0.42225859247135844,0.6054852320675106,house
0.27168576104746317,0.4451476793248945,pencil
0.49754500818330605,0.7130801687763713,tree
0.32569558101472995,0.2489451476793249,bicycle
0.49754500818330605,0.19198312236286919,car
0.45990180032733224,0.5970464135021097,clock
0.4877250409165303,0.2805907172995781,fish
0.5793780687397708,0.6223628691983122,guitar
0.3895253682487725,0.4578059071729958,house
0.4828150572831424,0.5063291139240507,pencil
0.3142389525368249,0.5928270042194093,tree
0.45990180032733224,0.48945147679324896,bicycle
0.6399345335515548,0.6329113924050633,car
0.36333878887070375,0.40717299578059074,clock
0.49918166939443537,0.45358649789029537,fish
0.618657937806874,0.43037974683544306,guitar
0.55810147299509,0.6329113924050633,house
0.3960720130932897,0.5295358649789029,pencil
0.46153846153846156,0.6624472573839663,tree
0.40916530278232405,0.2974683544303797,bicycle
0.39279869067103107,0.29324894514767935,car
0.3502454991816694,0.5337552742616034,clock
0.20458265139116202,0.4240506329113924,fish
0.5597381342062193,0.5970464135021097,guitar
0.646481178396072,0.6181434599156118,house
0.37479541734860883,0.5548523206751055,pencil
0.6268412438625205,0.5232067510548524,tree
0.49427168576104746,0.41561181434599154,bicycle
0.41080196399345337,0.18354430379746836,car
0.486088379705401,0.36075949367088606,clock
0.31751227495908346,0.23628691983122363,fish
0.5908346972176759,0.21940928270042195,guitar
0.41080196399345337,0.5168776371308017,house
0.12274959083469722,0.23417721518987342,pencil
0.3436988543371522,0.5548523206751055,tree
0.4402618657937807,0.47890295358649787,bicycle
0.5450081833060556,0.3333333333333333,car
0.2700490998363339,0.4472573839662447,clock
0.397708674304419,0.2911392405063291,fish
0.46808510638297873,0.5084388185654009,guitar
0.4157119476268412,0.5717299578059072,house
0.11783960720130933,0.5126582278481012,pencil
0.4844517184942717,0.7890295358649789,tree
0.35515548281505727,0.37130801687763715,bicycle
0.41734860883797054,0.20253164556962025,car
0.35842880523731585,0.47890295358649787,clock
0.5368248772504092,0.310126582278481,fish
0.20458265139116202,0.6645569620253164,guitar
0.2700490998363339,0.3987341772151899,house
0.03927986906710311,0.5021097046413502,pencil
0.23895253682487724,0.46624472573839665,tree
0.41734860883797054,0.3987341772151899,bicycle
0.425531914893617,0.2510548523206751,car
0.23895253682487724,0.6476793248945147,clock
0.4026186579378069,0.3818565400843882,fish
0.3617021276595745,0.6054852320675106,guitar
0.33878887070376434,0.5485232067510548,house
0.09328968903436989,0.6244725738396625,pencil
0.32078559738134205,0.6877637130801688,tree
0.5646481178396072,0.4767932489451477,bicycle
0.5368248772504092,0.47257383966244726,car
0.3109656301145663,0.4345991561181435,clock
0.3453355155482815,0.1751054852320675,fish
0.5417348608837971,0.48523206751054854,guitar
0.3617021276595745,0.4472573839662447,house
0.29132569558101473,0.29535864978902954,pencil
0.42225859247135844,0.4767932489451477,tree
0.502454991816694,0.41350210970464135,bicycle
0.45662847790507366,0.22573839662447256,car
0.3698854337152209,0.46624472573839665,clock
0.3911620294599018,0.2468354430379747,fish
0.5728314238952537,0.33122362869198313,guitar
0.48117839607201307,0.2869198312236287,house
0.353518821603928,0.4282700421940928,pencil
0.41243862520458263,0.7025316455696202,tree
0.36333878887070375,0.5675105485232067,bicycle
0.3911620294599018,0.4029535864978903,car
0.46481178396072015,0.31223628691983124,clock
0.3617021276595745,0.5232067510548524,fish
0.3780687397708674,0.6708860759493671,guitar
0.337152209492635,0.6223628691983122,house
0.4288052373158756,0.6582278481012658,pencil
0.3469721767594108,0.6286919831223629,tree
0.3142389525368249,0.25738396624472576,bicycle
0.34206219312602293,0.2848101265822785,car
0.45990180032733224,0.33122362869198313,clock
0.4157119476268412,0.20042194092827004,fish
0.37152209492635024,0.5991561181434599,guitar
0.3698854337152209,0.49156118143459915,house
0.25040916530278234,0.4177215189873418,pencil
0.5073649754500819,0.6540084388185654,tree
0.29296235679214405,0.2974683544303797,bicycle
0.5106382978723404,0.34810126582278483,car
0.3060556464811784,0.34177215189873417,clock
0.4026186579378069,0.35864978902953587,fish
0.27823240589198034,0.7194092827004219,guitar
0.37643207855973815,0.5,house
0.044189852700491,0.3755274261603376,pencil
0.3044189852700491,0.47257383966244726,tree
0.44680851063829785,0.3143459915611814,bicycle
0.5859247135842881,0.23839662447257384,car
0.28805237315875615,0.37130801687763715,clock
0.49263502454991814,0.3206751054852321,fish
0.5351882160392799,0.7447257383966245,guitar
0.38461538461538464,0.48945147679324896,house
0.36824877250409166,0.4767932489451477,pencil
0.5548281505728314,0.7890295358649789,tree
0.24386252045826515,0.2616033755274262,bicycle
0.29296235679214405,0.24050632911392406,car
0.546644844517185,0.2869198312236287,clock
0.26677577741407527,0.19198312236286919,fish
0.40589198036006546,0.5738396624472574,guitar
0.40425531914893614,0.6455696202531646,house
0.3780687397708674,0.49156118143459915,pencil
0.44844517184942717,0.6708860759493671,tree
0.32405891980360063,0.16033755274261605,bicycle
0.6448445171849427,0.2468354430379747,car
0.1734860883797054,0.1877637130801688,clock
0.14893617021276595,0.05485232067510549,fish
0.14402618657937807,0.5780590717299579,guitar
0.2995090016366612,0.34177215189873417,house
0.11783960720130933,0.056962025316455694,pencil
0.46153846153846156,0.2742616033755274,tree
0.5220949263502455,0.6413502109704642,bicycle
0.5990180032733224,0.5485232067510548,car
0.3698854337152209,0.6329113924050633,clock
0.4238952536824877,0.23839662447257384,fish
0.5957446808510638,0.7067510548523207,guitar
0.5368248772504092,0.5654008438818565,house
0.55810147299509,0.689873417721519,pencil
0.5761047463175123,0.7552742616033755,tree
0.3404255319148936,0.23417721518987342,bicycle
0.3011456628477905,0.2552742616033755,car
0.20130932896890344,0.2721518987341772,clock
0.22585924713584288,0.1518987341772152,fish
0.4664484451718494,0.5126582278481012,guitar
0.2978723404255319,0.2468354430379747,house
0.2618657937806874,0.28270042194092826,pencil
0.2765957446808511,0.5464135021097046,tree
0.4288052373158756,0.4957805907172996,bicycle
0.48936170212765956,0.31223628691983124,car
0.41898527004909986,0.630801687763713,clock
0.45990180032733224,0.2890295358649789,fish
0.6039279869067103,0.4240506329113924,guitar
0.2520458265139116,0.5632911392405063,house
0.3518821603927987,0.4936708860759494,pencil
0.4369885433715221,0.8291139240506329,tree
0.36661211129296234,0.2552742616033755,bicycle
0.5106382978723404,0.339662447257384,car
0.46317512274959083,0.4831223628691983,clock
0.3895253682487725,0.21940928270042195,fish
0.21112929623567922,0.6012658227848101,guitar
0.29623567921440264,0.26371308016877637,house
0.45662847790507366,0.12236286919831224,pencil
0.3502454991816694,0.3860759493670886,tree
0.46808510638297873,0.5253164556962026,bicycle
0.5695581014729951,0.459915611814346,car
0.469721767594108,0.6645569620253164,clock
0.31751227495908346,0.3037974683544304,fish
0.309328968903437,0.5485232067510548,guitar
0.36006546644844517,0.5084388185654009,house
0.16366612111292964,0.3649789029535865,pencil
0.5090016366612111,0.6687763713080169,tree
0.45990180032733224,0.3459915611814346,bicycle
0.5761047463175123,0.2911392405063291,car
0.2945990180032733,0.3206751054852321,clock
0.4828150572831424,0.34177215189873417,fish
0.4288052373158756,0.6708860759493671,guitar
0.41080196399345337,0.39662447257383965,house
0.25040916530278234,0.3649789029535865,pencil
0.4369885433715221,0.5991561181434599,tree
0.45499181669394434,0.36075949367088606,bicycle
0.5810147299509002,0.35232067510548526,car
0.36006546644844517,0.39451476793248946,clock
0.4844517184942717,0.2489451476793249,fish
0.5270049099836334,0.24472573839662448,guitar
0.45499181669394434,0.8227848101265823,house
0.1342062193126023,0.6877637130801688,pencil
0.5319148936170213,0.8185654008438819,tree
0.4795417348608838,0.3291139240506329,bicycle
0.5220949263502455,0.4345991561181435,car
0.4353518821603928,0.5189873417721519,clock
0.5761047463175123,0.41139240506329117,fish
0.5564648117839607,0.6434599156118144,guitar
0.5400981996726678,0.8417721518987342,house
0.46808510638297873,0.569620253164557,pencil
0.8363338788870703,1,tree
0.4500818330605565,0.3291139240506329,bicycle
0.5319148936170213,0.2869198312236287,car
0.2864157119476268,0.2848101265822785,clock
0.4713584288052373,0.20675105485232068,fish
0.6202945990180033,0.25316455696202533,guitar
0.40425531914893614,0.5738396624472574,house
0.29623567921440264,0.540084388185654,pencil
